2.347382389307854922e-01,2.869022920265155707e-01,5.738045840530311414e-01,5.998866106008962085e-01,2.869022920265155707e-01,1.825741858350553859e-01,1.825741858350553859e-01,1.043281061914602126e-01,1.043281061914602126e-01,5.216405309573010629e-02
1.261083180763295786e-01,3.531032906137228089e-01,4.035466178442546070e-01,5.800982631511160115e-01,5.044332723053183143e-01,2.774382997679250562e-01,1.513299816915954776e-01,5.044332723053182588e-02,5.044332723053182588e-02,2.522166361526591294e-02
2.589848851414061071e-01,4.473375288806105687e-01,5.415138507502127441e-01,5.886020116850139150e-01,2.589848851414061071e-01,1.412644828044033185e-01,7.063224140220165925e-02,2.354408046740055424e-02,0.000000000000000000e+00,2.354408046740055424e-02
2.002504697287035562e-01,2.252817784447914973e-01,6.758453353343745196e-01,5.506887917539348143e-01,2.002504697287035562e-01,2.252817784447914973e-01,2.002504697287035562e-01,7.509392614826383705e-02,1.001252348643517781e-01,5.006261743217588905e-02
3.354315896279321252e-01,4.312691866644841610e-01,5.989849814784502513e-01,5.031473844418982155e-01,2.635533918505180706e-01,1.197969962956900447e-01,4.791879851827601788e-02,4.791879851827601788e-02,2.395939925913800894e-02,2.395939925913800894e-02
1.976738731537167615e-01,3.388694968349429959e-01,4.800651205161692858e-01,4.800651205161692858e-01,3.388694968349429959e-01,3.671086215711882872e-01,2.259129978899619973e-01,2.541521226262072330e-01,0.000000000000000000e+00,1.411956236812262622e-01
7.949984100047700897e-02,4.504990990027030184e-01,5.564988870033390489e-01,4.504990990027030184e-01,3.974992050023850032e-01,2.384995230014310130e-01,1.324997350007950103e-01,1.589996820009540179e-01,1.324997350007950103e-01,5.299989400031800135e-02
2.374232208416312065e-02,5.223310858515886057e-01,4.748464416832623991e-01,5.460734079357517645e-01,3.561348312624467716e-01,2.374232208416311996e-01,1.187116104208155998e-01,7.122696625248935154e-02,0.000000000000000000e+00,2.374232208416312065e-02
2.814044805531579763e-01,4.860622845918182722e-01,5.628089611063159525e-01,3.325689315628230225e-01,4.348978335821532260e-01,2.302400295434928745e-01,7.674667651449762484e-02,7.674667651449762484e-02,5.116445100966508092e-02,2.558222550483254046e-02
1.776855788983833506e-01,5.076730825668095415e-01,4.569057743101286317e-01,5.584403908234905067e-01,3.299875036684262186e-01,2.284528871550643159e-01,1.523019247700428680e-01,5.076730825668095831e-02,5.076730825668095831e-02,2.538365412834047916e-02
