7.824607964359515944e-02,8.650429583135690881e-02,1.223355483682393302e-01,1.250850051101304317e-01,8.650429583135690881e-02,6.900655593423542233e-02,6.900655593423542233e-02,5.216405309573010629e-02,5.216405309573010629e-02,3.688555567816587805e-02
5.639735434936769126e-02,9.437082397278725998e-02,1.008866544610636518e-01,1.209588494364817191e-01,1.127947086987353825e-01,8.365079480039572246e-02,6.178020632152154273e-02,3.566881875032108795e-02,3.566881875032108795e-02,2.522166361526591294e-02
7.808688094430303595e-02,1.026262674759888943e-01,1.129134432929708443e-01,1.177204023370027747e-01,7.808688094430303595e-02,5.767098360815942765e-02,4.077954358702776116e-02,2.354408046740055424e-02,0.000000000000000000e+00,2.354408046740055424e-02
7.079923254047887360e-02,7.509392614826383705e-02,1.300664954286180064e-01,1.174072448909444788e-01,7.079923254047887360e-02,7.509392614826383705e-02,7.079923254047887360e-02,4.335549847620599750e-02,5.006261743217588905e-02,3.539961627023943680e-02
8.964786322061982227e-02,1.016511221357545569e-01,1.197969962956900447e-01,1.097957607106687938e-01,7.946433754487991497e-02,5.357484544349069150e-02,3.388370737858485693e-02,3.388370737858485693e-02,2.395939925913800894e-02,2.395939925913800894e-02
7.471370129423739181e-02,9.782319760890369198e-02,1.164328940625316278e-01,1.164328940625316278e-01,9.782319760890369198e-02,1.018176122107557480e-01,7.987230638308717712e-02,8.471737420873574897e-02,0.000000000000000000e+00,6.314460253534021072e-02
4.589925460215784486e-02,1.092620805549254226e-01,1.214380130405465635e-01,1.092620805549254226e-01,1.026338534069950181e-01,7.949984100047700897e-02,5.925568289249716347e-02,6.491134836118732376e-02,5.925568289249716347e-02,3.747658444979307807e-02
2.374232208416312065e-02,1.113613616783625526e-01,1.061788922477664432e-01,1.138641766878732281e-01,9.195361803225633734e-02,7.507981472727139061e-02,5.308944612388322160e-02,4.112290813943511592e-02,0.000000000000000000e+00,2.374232208416312065e-02
8.484664330178978697e-02,1.115103357264338457e-01,1.199912736792234508e-01,9.223802579815636171e-02,1.054782178947946542e-01,7.674667651449762484e-02,4.430971434505433237e-02,4.430971434505433237e-02,3.617873026462108121e-02,2.558222550483254046e-02
6.715883618966693447e-02,1.135191522966249589e-01,1.076937237926607199e-01,1.190598913654752483e-01,9.152206651837475893e-02,7.615096238502143400e-02,6.217700042172586566e-02,3.589790793088690896e-02,3.589790793088690896e-02,2.538365412834047916e-02
